DOC_NO,PLANT,STAGE,OEM,VEH,PJT,OCC_DATE,REG_DATE,RETURN_YN,RTN_DATE,CTM_DATE,HK_FAULT_YN,COMP_DATE,STATUS,LOCATION,MARKET,M_CODE,TYPE_NAME,CAT_NAME,SUB_CAT_NAME,D2_PROBLEM,D0_EMERGENCY,D4_SMMY,D8_RESULT,D4_ROOT_CAUSE,D5_COUNTERMEASURE,URL
QI-2025-00073,JP,Mass Production,SERES,M5,null,2025-05-05,2025-05-05,Y,2025-05-05,2025-05-13,Y,2025-06-04,Complete,Non-official(In-line),ASIA(China),1033638,Manufacturing,Defect,"Air
(AUS, BI etc)","赛力斯轮辋厂反馈一本轮胎胎肩损坏,邀请返厂分析
Selis Wheel Rim Factory has provided feedback on a damaged tire shoulder and invites you to return for analysis.","CP 支援排查2日 ,无类似问题,
轮胎返回分析
CP Support troubleshooting for 2 days, with no similar issues,
Tire return analysis",24年开发规格，量产初期 24年11月BSH废弃 12本 废弃率 3436PPM， 24年12月20日后 胎面全宽、肩宽 临时+2mm生产 后BSH未发生，故邀请技术同标准检讨与适正.,24年开发规格，量产初期 24年11月BSH废弃 12本 废弃率 3436PPM， 24年12月20日后 胎面全宽、肩宽 临时+2mm生产 后BSH未发生，故邀请技术同标准检讨与适正.,量产初期BSH废弃率 3436PPM,24年12月20日后 胎面全宽、肩宽 临时+2mm生产 后BSH未发生,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1969f4b6fc008ef77dbad369e1854bb5
QI-2025-00072,JP,Mass Production,Leapmotor,C11,C11,2025-05-05,2025-05-05,Y,2025-05-05,2025-05-13,Y,2025-06-04,Complete,Filed,ASIA(China),1035082,Manufacturing,Defect,FM,"接技术服务T反馈,零跑售后投诉胎侧凹坑,邀请返回分析  Receiving feedback from technical service T, zero-run after-sales complaints about tire side pits, inviting you to return for analysis.",返回分析 Return to analysis,G/T着地或硫化下模具污染导致，硫化G/T投入前异物检查，设备停机再稼动模具清扫、卫生确认.,"零跑售后投诉胎侧凹坑,分析为 G/T着地或硫化下模具污染导致，硫化G/T投入前异物检查，设备停机再稼动模具清扫、卫生确认.",硫化停机清扫下模具污染,隔离垫移出方式改变，防止隔离点上异物掉落在模具上；清扫后模具360度确认.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=1969f38768b079d8d3446d30c3528a14
QI-2025-00071,TP,Mass Production,Honda,CR-V,3A0A,2025-04-28,2025-04-30,N,null,2025-05-29,Y,2025-05-29,Complete,In-Line(OE),North America,1024990,Manufacturing,Defect,FM,"Checking the manufacturing process to verify the LOT issue
(Requested the tire return)",Requested to sort tires at our 3rd party warehouse,Possible root cause : curing loader chuck adetached into mold and cured int tires,"Possible root cause : curing loader chuck adetached into mold and cured int tires
- replaced the broken load chuck and Inspectors education & training",visual inspector did not identify tire with ncf,Inspector Education &amp; Training through OPL,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=196872fc92fca18bc0250bf7d0a44d12
QI-2025-00071,TP,Mass Production,Honda,CR-V,3A0A,2025-04-28,2025-04-30,N,null,2025-05-29,Y,2025-05-29,Complete,In-Line(OE),North America,1024990,Manufacturing,Defect,FM,"Checking the manufacturing process to verify the LOT issue
(Requested the tire return)",Requested to sort tires at our 3rd party warehouse,Possible root cause : curing loader chuck adetached into mold and cured int tires,"Possible root cause : curing loader chuck adetached into mold and cured int tires
- replaced the broken load chuck and Inspectors education & training",curing loader chuck adetached into mold and cured int tires,check the loader chuck status all curing machines,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=196872fc92fca18bc0250bf7d0a44d12
QI-2025-00070,JP,Mass Production,VW,Passat,MAGOTAN B8L PA,2025-04-24,2025-04-24,Y,2025-05-05,2025-06-27,Y,2025-06-30,Complete,Filed,ASIA(China),1028484,Endurance,Crack,Groove crack,FAW-VW reports that 29 unsold Magotan B8L new cars have been found to have cracked tires,Return analysis after tire replacement," On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","While GY maintains a similar level up to 25℃ and 0℃, HK (P37) begins to deform starting at 0℃.",null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19665607d0f2a122eb6566587874e52b
QI-2025-00070,JP,Mass Production,VW,Passat,MAGOTAN B8L PA,2025-04-24,2025-04-24,Y,2025-05-05,2025-06-27,Y,2025-06-30,Complete,Filed,ASIA(China),1028484,Endurance,Crack,Groove crack,FAW-VW reports that 29 unsold Magotan B8L new cars have been found to have cracked tires,Return analysis after tire replacement," On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","At low strain, HK (P37) exhibits rapid initial deformation, and as the temperature decreases, HK (P37) shows greater changes at the same strain (%) compared to GY (Lower Tread).",null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19665607d0f2a122eb6566587874e52b
QI-2025-00070,JP,Mass Production,VW,Passat,MAGOTAN B8L PA,2025-04-24,2025-04-24,Y,2025-05-05,2025-06-27,Y,2025-06-30,Complete,Filed,ASIA(China),1028484,Endurance,Crack,Groove crack,FAW-VW reports that 29 unsold Magotan B8L new cars have been found to have cracked tires,Return analysis after tire replacement," On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.",The mechanism and impact of low-temperature tensile and fracture properties on the groove crack issue remain unclear and require further research.,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19665607d0f2a122eb6566587874e52b
QI-2025-00070,JP,Mass Production,VW,Passat,MAGOTAN B8L PA,2025-04-24,2025-04-24,Y,2025-05-05,2025-06-27,Y,2025-06-30,Complete,Filed,ASIA(China),1028484,Endurance,Crack,Groove crack,FAW-VW reports that 29 unsold Magotan B8L new cars have been found to have cracked tires,Return analysis after tire replacement," On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","Low-temperature fracture test (Impact-Brittleness) results show that GY (Lower Tread) maintains rubber integrity down to -56℃, whereas HK (P37) loses it at -46℃, indicating that GY resists cracking at lower temperatures better than HK.",null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19665607d0f2a122eb6566587874e52b
QI-2025-00070,JP,Mass Production,VW,Passat,MAGOTAN B8L PA,2025-04-24,2025-04-24,Y,2025-05-05,2025-06-27,Y,2025-06-30,Complete,Filed,ASIA(China),1028484,Endurance,Crack,Groove crack,FAW-VW reports that 29 unsold Magotan B8L new cars have been found to have cracked tires,Return analysis after tire replacement," On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.",Wax content is significantly lower than the P37 Comp'd Spec value,"Wax content is currently being rechecked (MEP); if no abnormalities are found, it will be necessary to                request the Quality Team to investigate any potential process-related anomalies.",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19665607d0f2a122eb6566587874e52b
QI-2025-00070,JP,Mass Production,VW,Passat,MAGOTAN B8L PA,2025-04-24,2025-04-24,Y,2025-05-05,2025-06-27,Y,2025-06-30,Complete,Filed,ASIA(China),1028484,Endurance,Crack,Groove crack,FAW-VW reports that 29 unsold Magotan B8L new cars have been found to have cracked tires,Return analysis after tire replacement," On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.","On the side of the groove crack, HK tires are significantly more susceptible to cracking compared to GY.
 - Compared to GY, HK tires have significantly lower wax content (0.05% in new tires, 0% in aged tires).
 - The indoor groove crack evaluation results differ from the cold crack occurrence patterns observed in aged products.
2) Lateral Groove Cold Crack test method will be developed and further validated.",Compound low-temperature tensile evaluation results show that HK (P37) loses flexibility more rapidly at low temperatures compared to GY (Lower Tread).,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19665607d0f2a122eb6566587874e52b
QI-2025-00069,CP,Mass Production,VW,Jetta,NCS NF PA,2025-04-02,2025-04-21,N,null,2025-04-21,N,2025-04-23,Complete,Non-official(In-line),ETC,1027362,Manufacturing,Defect,Flash,"装胎厂总成安装时，RIM表面污染发生
Contamination occurred on the RIM surface during the assembly installation at the tire mounting plant","总成下线时，对表面进行擦拭后使用
When the assembly comes off the production line, wipe the surface before use",轮胎bead 位置脏，总成安装时与RIM摩擦，导致污染发生,"对于胎圈脏的轮胎，擦拭后出库。
后续持续关注RIM污染情况，及时处理",轮胎胎圈脏,出库检查时擦拭进行,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19655f9162efd677b0c31193388386ce
QI-2025-00068,JP,Mass Production,SERES,M5,null,2025-04-17,2025-04-18,Y,2025-04-18,2025-04-21,N,2025-04-30,Complete,In-Line(OE),ASIA(China),1033638,Manufacturing,Defect,Bulge,"接装胎厂反馈，我司M5配套的一条轮胎在主机厂发现轮胎外侧有凹陷现象，要求轮胎返回工厂分析 Feedback from the tire installation factory indicates that one of our M5 tires has been found to have indentation on the outer side of the tire at the main manufacturer, and we request that the tire be returned to the factory for analysis.",返回分析eturn to factory analysis,"返回胎分析: BPS检查 & 2.0/3.0气压检查, 轮胎解剖接头量确认,均无异常.  同时跟线排查 864本 无异常. Return tire analysis: BPS check & 2.0/3.0 pressure check, confirmed by tire anatomical joint quantity, showed no abnormalities. Simultaneously check 864 copies with no abnormalities.","返回胎分析: BPS检查 & 2.0/3.0气压检查, 轮胎解剖接头量确认,均无异常.  同时跟线排查 864本 无异常. Return tire analysis: BPS check & 2.0/3.0 pressure check, confirmed by tire anatomical joint quantity, showed no abnormalities. Simultaneously check 864 copies with no abnormalities.",.,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19646b3c9d1bb1384dd552b420b1e59c
